Year	Candidate ID	Candidate	Incumbent/Challenger/Open-Seat	Party	Party Designation	Total Receipts	Authorized Tranfers From	Total Disbursements	Transfers to Authorized	Beginning Cash	Ending Cash	Contrib from Candidate	Loans from Candidate	Other Loans	Candidate Loan Repayments	Other Loan Repayments	Debts Owed By	#$200-$499 Contrib	Total $200-$499	#$500-$749	Total $500-$749	#$750+ Contrib	Total $750+ Contrib	Total Indiv. Contrib	Major Pty Contrib	Party Indep Expend For	Corp. Contributions	Labor Contributions	Non-Connected Cont	T/M/H Contrib	Cooperative Contrib	Corp W/p Stock Cont	Non-Party Exp.	Non-Party Exp. Agn	Indep. Exp For	Indep Exp. Agn	Comm Cost For	Comm Cost Agn	State Code	District	Spec Elec Status	Primary Elec Status	Runoff Elec Status	General Elec Status	General Elec Pct	Spec. Elec. Cand	Party Coordinated Expenditures	Party Independent Expenditures Against
1996	H6MS02097	VANDEVENDER, RONALD S (RON)	C	2	REP	943	0	888	0	0	55	683	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	2		L			0		0	0
1996	H6MS02105	CHIPMAN, WILLIAM	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	2		W		L	2		0	0
1996	H6MS02113	CHURCHILL, CARL	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	2		W			0		0	0
1996	H6MS03111	BARBER, MELANIE	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3					0		0	0
1996	H6MS03079	EAVES, JOHN ARTHUR JR	O	1	DEM	667780	0	667567	0	0	211	321079	251021	0	30000	0	221021	26	6883	32	16205	49	48950	81530	350	0	0	15000	1000	0	0	0	0	0	0	0	0	0	MS	3		W		L	36		0	0
1996	H6MS03129	SMITH, ROBERT H ""ROB	O	1	DEM	58511	0	58362	0	0	150	200	50000	0	12000	0	39000	10	2475	1	500	0	0	4039	0	0	800	0	0	0	0	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03137	STAPLES, GARY V	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03038	CRAWFORD, BILL	O	2	REP	340947	0	340946	0	0	0	1758	40000	0	40088	0	21082	144	37755	122	61300	127	126050	288492	0	0	7500	0	0	1500	0	0	0	0	0	0	0	0	MS	3		R	L		0		0	0
1996	H6MS03145	CROSS, HAROLD A	O	2	REP	10530	0	10530	0	0	0	0	0	0	0	0	0	4	1000	1	500	1	1000	10530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H4MS03017	DABBS, JAMES DUTCH	O	2	REP	125851	0	135141	0	9292	0	0	100000	0	45146	0	0	21	5350	4	2000	2	2000	25851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03087	GUNN, FRANK MICHAEL	O	2	REP	332613	0	332070	0	0	543	0	92000	50000	79500	50000	12500	166	40034	58	29165	72	70750	167045	0	0	6886	0	3300	3700	0	1000	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03053	HEARD, B KEITH	O	2	REP	167211	0	167210	0	0	0	1000	20000	0	0	0	0	44	11100	47	23700	41	40475	110725	0	0	13350	500	1250	14046	4000	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03061	KIRBY, MURREL DEAN	O	2	REP	120989	0	120700	0	0	288	8869	25000	0	17345	0	8654	83	22160	26	13000	35	34750	78170	0	0	4500	0	50	4000	0	250	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03095	LANG, MICHAEL E	O	2	REP	53550	0	72299	0	0	-646	100	47000	0	0	0	47000	4	900	0	0	2	2000	5200	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03046	PICKERING, CHARLES W ""CHIP"" JR	O	2	REP	1352350	0	1300403	0	0	6062	0	0	0	0	0	22579	507	116334	257	129688	342	340473	803055	11000	0	220696	22500	43431	133944	4500	10700	0	0	0	0	2787	0	MS	3		R	W	W	61		187	0
1996	H6MS03103	YONGE, JIMMY LEE	O	2	REP	16380	0	16380	0	0	0	1000	0	0	0	0	0	13	3130	12	6000	0	0	14784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3		L			0		0	0
1996	H6MS03160	CLEMONS, LAMEN	O	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3		W		L	1		0	0
1996	H6MS03152	SCARBOROUGH, CHARLES T JR	O	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	3		W		L	0		0	0
1996	H6MS04119	ANTOINE, KEVIN	C	1	DEM	44597	0	44420	0	0	469	5893	0	0	0	0	2400	5	1550	2	1100	9	8750	21835	200	0	0	8500	0	4000	0	0	0	0	0	0	0	0	MS	4		R	W	L	36		28043	0
1996	H6MS04127	BARRETT, MARGARET C	C	1	DEM	114842	0	109529	0	0	5448	0	20000	0	2537	0	17462	23	5750	17	8500	26	26000	53192	350	0	500	26500	6000	8000	0	0	0	0	0	0	0	0	MS	4		R	L		0		0	0
1996	H6MS04135	FORTENBERRY, DENNIS WAYNE	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	4		L			0		0	0
1996	H8MS04156	PARKER, PAUL MICHAEL ""MIKE	I	2	REP	384108	0	288719	0	253097	348486	100	0	0	0	0	0	91	25562	59	29650	62	61550	167995	0	0	78429	3000	9016	87193	3000	4000	0	0	0	0	32	0	MS	4		W		W	61		0	0
1996	H6MS04150	FAUSEK, WILLIAM	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	4		W		L	0		0	0
1996	H6MS04168	MAHONEY, EILEEN	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	4		W		L	0		0	0
1996	H6MS04143	WELCH, KENNETH W	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	4		W		L	1		0	0
1996	H6MS05074	COATE, ARLON ""BLACKIE	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	5		L			0		0	0
1996	H8MS05047	TAYLOR, GENE	I	1	DEM	412090	0	451833	0	39142	4392	0	15000	0	0	0	15000	100	25575	72	36502	31	31000	185153	300	0	95800	22000	11500	65964	3000	1000	232	0	0	0	0	0	MS	5		W		W	58		200	0
1996	H6MS05066	DOLLAR, DENNIS	C	2	REP	466455	0	462252	0	0	4202	0	0	0	0	0	0	174	44620	99	50200	76	74900	354906	15000	0	7000	0	44650	19750	0	10000	0	0	0	0	0	0	MS	5		W		L	40		56367	0
1996	H6MS05082	ESHER, ROBERT J	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	5		L			0		0	0
1996	H6MS05124	CARNEY, LE'ROY C	C	3	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	5		W		L	1		0	0
1996	H6MS05090	GOLLUB, JORDAN N	C	3	OTH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	5		W		L	0		0	0
1996	H6MS05108	ROGERS, DAN E	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	5		W		L	0		0	0
1996	H6MS05116	MAYEUX, PHILIP	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MS	96		W			0		0	0
1996	H4MO01027	CACCHIONE, PATRICK J	C	1	DEM	4690	0	0	0	0	0	3912	0	0	0	0	0	9	2100	0	0	2	2000	7270	0	0	0	0	0	1000	0	0	143	0	0	0	0	0	MO	1		L			0		0	0
1996	H6MO01022	CLAY, WILLIAM L SR	I	1	DEM	318267	19000	383850	17300	189989	124142	0	0	0	0	0	0	36	7850	29	14500	35	34750	68375	5000	0	22350	168590	4025	15850	500	0	0	0	0	0	2731	0	MO	1		W		W	70		264	0
1996	H4MO01035	BILLINGSLY, Z DWIGHT	C	2	REP	8401	0	8963	0	588	25	0	7681	0	0	0	42710	0	0	0	0	0	0	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	1		L			0		0	0
1996	H4MO01068	COUNTS, DONALD ROY	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	MO	1		L			0		0	0
1996	H6MO01188	HASLER, ALEXANDER	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	1		L			0		0	0
1996	H6MO01196	HITT, GEORGE DAVID	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	1		L			0		0	0
1996	H6MO01204	O'SULLIVAN, DAN	C	2	REP	78374	0	77978	0	0	393	900	0	0	0	0	376	15	3940	13	6500	3	3000	62074	1000	0	1200	0	716	12000	0	500	521	0	0	0	0	0	MO	1		W		L	27		0	0
1996	H2MO01112	RAPP, JAMES PATRICK	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	1		L			0		0	0
1996	H6MO01170	GILBERTSON, MARK	C	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	1		W			0		0	0
1996	H6MO01212	MILLAY, TAMARA	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	1		W		L	2		0	0
1996	H6MO02202	ANDERSON, PATRICK J	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	2		L			0		0	0
1996	H6MO02186	CLASPILL, JAMES LOUIS	C	1	DEM	21775	0	18217	0	1775	3968	1000	0	0	0	0	0	0	0	2	1000	4	4000	20775	450	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	2		L			0		0	0
1996	H0MO02064	HORN, JOAN KELLY	C	1	DEM	385763	0	381873	0	0	3888	0	0	0	0	0	0	137	33710	66	33000	51	51000	204408	350	0	1000	122000	9536	11000	0	500	0	0	0	0	237	0	MO	2		W		L	37		5938	0
1996	H2MO02045	JOHNSON, SUSAN	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	2		L			0		0	0
1996	H6MO02210	KOSTECKI, MARY ANN	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	2		L			0		0	0
1996	H6MO02194	ROSS, JOHN	C	1	DEM	100800	0	99944	0	0	855	17704	67400	0	0	0	71400	5	1150	2	1130	9	9000	13739	0	0	500	0	0	0	0	0	0	0	0	0	2030	0	MO	2		L			0		0	0
1996	H2MO02037	TALENT, JAMES M	I	2	REP	1168958	0	1165814	0	193396	196544	0	0	0	0	0	0	437	106054	192	96475	239	238661	843766	236	0	139575	1000	12204	120179	1500	4600	664	0	0	0	32	0	MO	2		W		W	61		0	0
1996	H6MO02236	CLESSLER, JUDITH	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	2		W		L	0		0	0
1996	H6MO02228	STEVER, ANTON CHARLES	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	2		W		L	1		0	0
1996	H6MO03119	GEPHARDT, RICHARD ANDREW	I	1	DEM	3309642	0	3110509	0	1943	201078	0	0	0	0	0	0	218	59785	369	185032	630	627016	1220900	24148	0	444040	340500	75000	255632	19500	28750	0	0	0	0	1349	0	MO	3		W		W	58		1594	0
1996	H0MO02080	JOHNSON, LEIF O	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H6MO03200	KELLER, JOSEPH C	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H8MO02109	AMELUNG, ROY C	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H0MO02056	ANDERSON, WALLACE (WALLY)	C	2	REP	6065	0	6006	0	0	56	1400	2400	0	0	0	2400	0	0	0	0	0	0	2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H6MO03184	KELLY, PETER ANTHONY	C	2	REP	11867	0	10489	0	0	1378	0	800	0	0	0	2399	6	1500	2	1000	4	4000	11042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H4MO03023	LEHMUTH, LEE	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H6MO03218	MILOSCIA, STEPHEN MICHAEL	C	2	REP	13635	0	13633	0	0	0	400	0	0	0	0	0	9	2350	4	2200	3	2955	12985	0	0	250	0	0	0	0	0	4	0	0	0	0	0	MO	3		L			0		0	0
1996	H6MO03226	MOORE, JOHN R	C	2	REP	8040	0	7423	0	0	800	0	0	500	0	0	500	1	300	1	500	0	0	7540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H6MO03234	SNYDER, RICHARD S	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3					0		0	0
1996	H6MO03192	WHEELEHAN, DEBORAH LYNN	C	2	REP	62960	0	62504	0	0	994	0	5300	0	3800	0	1500	47	11635	15	7650	10	10000	52390	0	0	1500	0	900	1000	0	1000	1735	0	0	0	0	0	MO	3		W		L	38		0	0
1996	H6MO03242	ZOTTA, GREG	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		L			0		0	0
1996	H6MO03259	BURNES, JIM	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		W			0		0	0
1996	H6MO03267	CRIST, MICHAEL H	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		W		L	1		0	0
1996	H6MO03275	KEERSEMAKER, JAMES E	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	3		W		L	0		0	0
1996	H6MO04141	SKELTON, IKE	I	1	DEM	656571	0	749448	0	182668	89791	0	0	0	0	0	0	177	45110	131	65600	62	60832	280178	825	0	146949	65600	17324	113924	20500	2650	662	0	0	0	1057	0	MO	4		W		W	63		105	0
1996	H4MO04054	NOLAND, JAMES A JR	C	2	REP	6905	0	8068	0	1162	0	4694	2000	0	4500	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	139	0	0	0	0	0	MO	4		L			0		0	0
1996	H6MO04158	PHELPS, BILL	C	2	REP	326078	0	316989	0	0	9087	5010	18000	0	0	0	18000	160	39646	97	48650	79	77725	220119	12500	0	45250	0	3000	7500	0	2750	139	0	0	0	23	0	MO	4		W		L	33		39950	0
1996	H6MO04166	HOAG, EDWIN	C	3	LIB	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	4		W		L	2		0	0
1996	H4MO05069	MCCARTHY, KAREN	I	1	DEM	488706	0	221339	0	18388	285754	0	0	0	0	0	0	270	68560	89	45000	65	62784	205348	1235	0	68500	136500	8250	53550	3750	7000	0	0	142	0	1656	0	MO	5		W		W	67		248	0
1996	H6MO05171	WRIGHT, WALTER W II	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	5					0		0	0
1996	H6MO05163	BENNETT, PENNY	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	12	0	0	MO	5		W		L	28		0	0
1996	H6MO05130	HUTCHINSON, ALLEN	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	500	0	0	0	0	0	0	0	0	MO	5		L			0		0	0
1996	H2MO05295	DANAHER, TOM	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	5		W		L	1		0	0
1996	H6MO05148	HERTEL, KEVIN	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	5		W		L	1		0	0
1996	H6MO05155	TOLBERT, RICHARD CHARLES	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	5		W			0		0	0
1996	H6MO06039	DANNER, PATSY ANN (PAT)	I	1	DEM	437415	0	112970	0	39707	364150	0	0	0	0	0	0	75	19183	48	24298	15	14750	91929	1150	0	75500	112100	15750	104877	12500	3500	2	0	0	0	692	0	MO	6		W		W	68		57	0
1996	H6MO06153	KINNAMON, LARRY E JR	C	1	DEM	19091	0	18591	0	0	0	18441	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	6		L			0		0	0
1996	H2MO06103	BAILEY, JEFF	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	6		W		L	29		0	0
1996	H6MO06161	ROTH, CHARLES	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	6		L			0		0	0
1996	H6MO06179	WETZEL, KARL H	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	6		W		L	2		0	0
1996	H6MO07136	BAMBERGER, RUTH	O	1	DEM	105364	0	103747	0	0	1617	6803	25000	0	22000	0	3483	35	8291	1	500	5	5000	49177	2500	0	750	15700	1000	250	0	0	0	0	0	0	0	0	MO	7		W		L	31		19151	0
1996	H4MO07032	BROWN, MICHAEL H	O	1	DEM	12427	0	12427	0	0	0	12427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	MO	7		L			0		0	0
1996	H4MO07040	CAMERON, JIM	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	7		L			0		0	0
1996	H6MO07110	DAILEY, WILBURN LEE (WIL)	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	7		L			0		0	0
1996	H6MO07144	JONES, DOUG E	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	7		L			0		0	0
1996	H4MO07065	REED, STEVEN L	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	3	660	3	1620	0	0	0	150	0	0	2000	0	0	0	0	0	0	0	0	0	0	MO	7		L			0		0	0
1996	H6MO07128	BLUNT, ROY	O	2	REP	995345	0	985764	0	0	35314	187	0	0	0	0	650	397	102158	285	143450	276	273903	761567	10000	0	75025	0	12947	98100	14750	1250	660	0	0	0	809	0	MO	7		W		W	64		0	0
1996	H8MO07066	NODLER, GARY	O	2	REP	210352	0	210269	0	0	84	0	25000	0	4250	0	20750	66	17018	37	18629	64	63312	151995	0	0	9950	3000	250	5886	0	500	139	0	0	0	0	0	MO	7		L			0		0	0
1996	H4MO07081	HARMAN, JAMES M	O	3	LIB	7401	0	7394	0	0	6	983	250	0	0	0	250	1	300	2	1000	3	3000	6168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	7		W		L	2		0	0
1996	H6MO07151	HARRIS, SHARALYN	O	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	7		W		L	0		0	0
1996	H8MO08049	BULLOCK, THAD	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	8		L			0		0	0
1996	H4MO08071	CURTIS, GENE	O	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	8		L			0		0	0
1996	H6MO08068	FIREBAUGH, EMILY R	O	1	DEM	834518	0	831533	0	0	2984	133077	100000	0	103499	0	0	247	60484	81	40643	61	62800	297124	5150	0	6450	187200	13016	35335	0	0	0	0	0	0	15528	0	MO	8		W		L	37		32530	0
1996	H2MO08042	DURNELL, EUGENE EARL	O	2	REP	32149	0	32149	0	0	0	28499	2000	0	2000	0	0	4	1006	0	0	0	0	1649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	8		L			0		0	0
1996	H6MO08076	KLINE, RICHARD	O	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	8		W		L	10		0	0
1996	H6MO08084	EMERSON, JO ANN HERMANN	O	3	IND	838747	4840	811045	4840	0	27701	0	0	0	0	0	41340	322	78849	97	48775	107	105975	348937	35000	0	149550	2000	55145	183084	13750	2250	10531	0	0	0	2282	0	MO	8		W		W	50		140552	0
1996	H4MO08097	TLAPEK, GREG	O	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	8		W		L	1		0	0
1996	H6MO08092	ZIMMER, DAVID R	O	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	8		W		L	0		0	0
1996	H2MO09040	DEFRANCO, ANTHONY	C	1	DEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	9		L			0		0	0
1996	H6MO09066	VOLKMER, HAROLD LEE	I	1	DEM	536780	0	542368	0	7810	2220	0	31000	0	39000	0	5000	45	11082	18	9200	17	16500	117540	5200	0	45950	167906	14238	82000	20850	1600	5373	0	0	0	25454	0	MO	9		W		L	47		60596	0
1996	H6MO09199	DERAPS, LARRY	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	9					0		0	0
1996	H6MO09173	EGGLESTON, HARRY C	C	2	REP	979421	0	978049	0	0	1370	0	809769	25000	26143	25000	766856	52	13300	54	27000	49	48300	121429	0	0	0	0	2750	12000	0	2000	146	0	0	0	869	0	MO	9		L			0		0	0
1996	H4MO09046	HULSHOF, KENNY CHARLES	C	2	REP	680860	0	686450	0	4609	4211	0	14500	0	14500	0	31686	232	58571	114	57440	152	150512	514271	15000	0	41000	0	25742	48183	1000	1500	146	0	0	0	2126	0	MO	9		W		W	49		60000	0
1996	H4MO09038	MOORE, MITCHELL J	C	3	LIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	9		W		L	2		0	0
1996	H6MO09207	REXFORD, DOUGLAS	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MO	9		W		L	0		0	0
1996	S8MT00010	BAUCUS, MAX S	I	1	DEM	3446478	0	3748502	0	344968	42944	0	0	0	0	0	71196	604	156129	703	354224	857	848673	1948665	19252	0	459143	258750	194885	377688	25000	35000	22259	16104	0	0	2480	0	MT	0		W		W	49		104959	4070
1996	S6MT00105	BORCHERDT,ED	C	2	REP	162152	0	162152	0	0	0	946	117868	0	0	0	119280	15	3543	21	10600	25	25000	42951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT	0		L			0		0	0
1996	S8MT00036	MCDONALD, JOHN K	C	2	REP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT	0		L			0		0	0
1996	S6MT00097	REHBERG, DENNIS RAY	C	2	REP	1369530	0	1358165	0	0	11365	1000	100000	0	0	0	131518	418	105108	235	119416	223	226235	854353	19700	0	148765	0	73448	106531	500	1500	44107	0	0	0	5765	0	MT	0		W		L	44		158827	0
1996	S6MT00121	HEATON, STEPHEN	C	3	NLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT	0		W		L	1		0	0
1996	S6MT00113	RANKIN, SAMUEL D	C	3	IND	11263	0	11116	0	0	146	4292	0	0	0	0	0	2	400	0	0	6	6000	6550	0	0	0	0	250	0	0	0	0	0	0	0	0	0	MT	0		W			0		0	0
1996	S4MT00076	SHAW, BECKY	C	3	REF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT	0		W		L	4		0	0
1996	S6MT00139	SULLIVAN, WEBB	C	3	REF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MT	0		L			0		0	0
